Id,Price
4567,156558.641171875
5925,116777.9032421875
960,132744.0713671875
3848,169756.66182942706
746,256429.0778515625
868,383798.7281640625
672,110707.1726171875
2471,197936.57671574518
4510,111001.2310546875
8354,274296.7750390625
6393,173107.8322265625
13270,229431.289609375
5250,333898.6223046875
16751,165243.245546875
11404,135116.0865234375
10588,310593.7426953125
14925,178048.919296875
6791,187624.3779296875
16097,186372.6600390625
16428,368457.76359375
6945,347172.03421875
3190,189731.1603515625
15709,424771.3041796875
13155,137246.8849609375
7675,186093.3355078125
14686,241349.7228515625
609,161168.2508984375
11155,141444.9005859375
10869,175781.870234375
15742,176787.92234375
9245,194408.3009375
3340,162992.2332421875
2359,277954.4639453125
8070,191006.126171875
13707,114973.22720703125
16079,251190.8724609375
15937,268317.285703125
14090,175818.5231640625
9008,214598.4764453125
16384,157916.644375
11657,249244.5258984375
13151,191356.22640625
8990,183909.19546875
11857,185479.7625390625
1565,166650.40357700892
8174,126084.81078125
9247,246264.122421875
10478,209890.33291796874
15509,136677.9073046875
8306,225104.9278125
6642,164485.1183984375
7472,181166.643359375
15989,138677.4226953125
13682,108472.42185546875
163,258564.2998046875
7076,173120.58765625
7478,347357.672265625
3029,188430.73719633557
1814,126430.143046875
10057,135473.2652734375
15100,201945.1490625
12694,235395.2740625
6291,183073.5198828125
12603,199028.4482421875
3218,264812.8541015625
13456,106619.7600390625
10170,226026.9448828125
4530,149197.4535546875
13329,185343.500390625
4820,136391.7535546875
10896,176354.461328125
13416,118386.60140625
2701,236730.411796875
11265,308712.218984375
9189,280938.5872265625
1858,163298.3775
14536,239397.6418359375
6199,286327.5000390625
14730,152506.0924609375
7510,269432.1658984375
15505,163078.7208203125
7446,181077.23609375
14016,189537.3032421875
14113,103116.80501953125
8721,297880.70294921874
6193,325281.1917578125
5717,177087.7060546875
5427,299622.06828125
9520,465781.7668359375
6869,103700.75224609375
1658,157892.822265625
6639,240710.2087109375
6283,187987.90796875
6257,123706.3216015625
15235,186986.1659765625
902,272115.7476953125
8932,182375.50678385413
16469,382615.19578125
2825,249979.4072265625
6450,424331.83765625
11366,180277.8650390625
3801,381760.793046875
11385,185116.606484375
1079,201655.12930989583
3202,232765.231484375
676,230595.754375
6185,285581.6424609375
7730,162883.96078125
2573,186544.054921875
10978,217971.3015625
10962,251035.95828125
8870,194945.078984375
8496,180921.2955078125
5517,155617.306796875
927,180802.76440364585
13675,197565.788984375
1499,215589.789453125
15536,335250.3731640625
8602,378507.5185546875
12137,423576.01203125
9865,259846.20743489586
16353,280480.93734375
15908,223967.160546875
3944,185155.488671875
10359,202349.903359375
15158,200960.5360546875
3259,195048.4105859375
7220,317884.310859375
13843,211519.813515625
16736,170564.5815625
702,243285.018984375
16401,133308.012734375
12134,199144.933359375
6918,191106.79354166667
11792,142573.49330078124
3798,193079.12265625
10395,128793.215390625
11099,122290.603515625
7090,211009.02349609375
11260,186037.198984375
9647,204993.894921875
2903,379588.395078125
2071,189171.885625
8604,208152.75185546876
9346,207403.550859375
3945,198578.678359375
3420,143245.8313671875
10842,116664.10525390625
725,165605.698671875
13931,200593.080390625
16330,239058.383046875
9066,377591.821796875
3326,302944.53890625
1556,267675.4609375
6579,99446.380546875
13877,152031.3410546875
9857,340207.311953125
7302,260044.53859375
5684,188730.7323046875
6513,217455.3994140625
11342,105800.99470703125
16561,229688.409453125
6885,175667.807421875
9308,184212.83643229163
2559,196670.45640625
6648,182180.02348245934
15260,169986.1173046875
5113,182105.5773828125
16492,172736.17578125
12034,284493.593203125
7248,208982.3378125
2171,216962.9721875
10594,130976.5280859375
13241,191600.4884375
7032,143064.6082421875
4884,176672.2373046875
903,196757.6129296875
162,165254.523984375
6566,305961.4033203125
8249,119793.2361328125
13106,198367.53984375
256,117221.81806640625
7976,169492.442734375
8575,177476.5297265625
7591,272128.9798046875
3204,218760.535546875
15804,191231.25859375
1525,314199.810859375
9038,217424.318984375
13628,192170.3838671875
10016,226256.0803125
10208,230657.579453125
2008,200105.2058984375
13029,206002.349296875
5099,116631.26188671876
9923,285519.4990234375
9461,104299.01681640625
11086,192832.630390625
15057,234040.4633984375
10689,173176.073359375
2053,230416.420625
16630,162125.2806640625
4985,163655.98796875
13881,226466.194921875
13225,175126.5741015625
5779,65826.9561328125
10262,181150.6211328125
10762,212924.8105859375
9513,192541.5783984375
11128,148252.938515625
2074,293639.16375
933,219727.9288671875
2780,182859.6048046875
6594,109439.2803125
15394,294104.016171875
14863,147219.3326171875
6698,216070.244375
1611,247613.9544921875
174,185383.899609375
5160,227587.0565234375
3295,344651.867265625
4559,363828.2751171875
8254,171653.4868359375
10228,108549.716796875
13924,139604.1314453125
15341,246682.08640625
4353,162400.723671875
4334,86862.80070703125
1872,150181.927890625
7823,181022.5007421875
310,145595.673515625
3704,247192.078359375
11615,233608.3609765625
6605,192856.316484375
3381,167425.6471484375
2143,123510.73453125
3191,263601.70125
13980,129112.0771875
15613,166074.913671875
10943,249692.3879296875
9654,112260.7905859375
16053,479580.9915625
14931,214572.34643229167
8299,241079.5559765625
2147,173897.0044707661
11567,375190.7106640625
5905,132289.1060546875
11160,120990.59359375
8275,132805.0985546875
16398,306529.9997265625
11229,200715.9616796875
10309,160537.9090625
7340,273535.56765625
7653,175702.5422265625
272,176257.8885546875
9831,227918.24296875
5016,161925.07515625
5968,72355.859609375
796,263317.03099262156
12123,112445.99119140625
16629,191843.381015625
2637,174734.8722265625
6194,235070.1187890625
6216,327289.09767578123
14346,179274.7186328125
6428,132566.2466015625
2891,262488.9371875
84,177150.8379921875
9260,212483.9386328125
15250,139086.5287890625
2348,192341.6190625
10427,285975.3828515625
13230,244763.76578125
1691,189260.948125
8803,115990.384453125
5464,261866.713046875
10559,110711.3454296875
16787,299099.0687890625
4278,162502.05765625
6183,161231.2886328125
12775,165083.5222265625
10104,179838.837421875
13663,182760.3594921875
9404,261218.6156640625
14724,213554.78109375
10040,172434.614296875
4646,193615.5323828125
4754,157574.6933984375
3310,217749.7096875
2003,196197.1844140625
7312,188268.0878515625
10921,227356.050625
13419,280184.861015625
10105,158531.1305078125
2196,409557.898125
12659,228521.1259375
4380,231230.95359375
10847,151990.740390625
10805,260665.009546875
8709,97620.1961328125
8319,173702.11578125
2215,189366.445078125
7000,193298.705234375
7701,104522.7146875
9678,198671.0772265625
14026,223624.850859375
7971,173859.7001171875
13734,145077.4137890625
16483,207062.7990625
6150,203623.78264322918
2931,276508.74048828124
5418,182146.74046875
1662,468582.263671875
2441,203322.7949609375
669,124672.47578125
7734,193743.0484765625
6010,275320.911640625
266,146552.0364453125
632,137971.0251953125
16221,117117.54244791665
11832,174445.6272265625
5035,120155.3853125
37,112908.49859375
6168,177045.0731640625
11757,183877.746015625
8086,128844.124375
6529,232108.6282421875
15121,199614.89948697912
13904,129815.1966015625
3711,180570.336328125
16563,126371.58078125
14494,182591.02625
3006,213696.6625390625
15299,112906.15225260417
92,276709.4750390625
8066,155201.87826171875
16071,210169.611484375
10662,146439.8805078125
3883,243629.391015625
5511,122304.65953125
2821,275656.5091015625
9570,189938.8514453125
4326,279248.433984375
9251,235410.703046875
9031,205888.644453125
12689,168738.4449609375
16380,222098.4020703125
1053,243759.9275
4568,178708.005703125
16140,106542.68689453125
14356,377836.528828125
8466,185233.5457779948
15652,140123.9590625
3285,113930.10375
3198,169709.348203125
14088,389778.1348046875
2268,126499.5423828125
15472,183531.0625
1203,223917.232578125
7157,342622.122890625
6886,189793.56203125
5083,255203.627578125
7467,112571.8291796875
14068,209577.8416796875
2080,179745.2409765625
10865,143725.5384765625
13516,177433.543828125
14150,208871.325078125
7609,109261.0672265625
2144,380201.2253125
10357,202832.055234375
2396,224974.73559895836
1526,345266.3725
10890,223683.517890625
8638,473191.714765625
6050,260840.0804296875
7639,103934.85150390625
10544,192652.71015625
9577,228241.90682291667
13195,214380.73842447918
3484,229711.3515625
16668,428678.14359375
7171,175027.0499609375
8547,218119.274453125
12735,217381.560078125
9093,191250.087421875
15323,222343.535390625
14897,145603.310390625
5135,146341.387109375
5327,228335.41424479167
13133,257932.9829296875
1676,327395.137421875
